id,name,name_en,category,manufacturer,type,torque,speed,weight,voltage,protocol,interface,position_resolution,applications,price_range,compatibility,ros_support,domestic_rate,import_dependency,verified,quarantine,data_quality,source,source_tier,confidence,mech_status,mech_mount_type,mech_standard,std_assessed,std_ros2,entity_kind
ACT-figure-03-helix,Figure 03 Helix Actuator System,Figure 03 Helix Actuator System,actuators,Figure AI,Integrated humanoid actuator suite,28 joint actuators + 50+ hand actuators (Gen 3 hands),Human-reflex-level visual-to-motion response,Full-body integrated,N/A,Proprietary Helix AI control,Helix neural interface,N/A,humanoid; home; industrial; logistics,N/A (commercial platform),Figure 03 platform; Helix AI,,,,False,False,ok,厂商目录声明值：Figure AI（无原始链接，未核验）,B,0.5,not_declared,unknown,,True,,component
ACT-tienkung-ultra,Tien Kung Ultra Actuator System,Tien Kung Ultra Actuator System,actuators,X-Humanoid,High-performance humanoid actuator suite,Full-size humanoid joint actuators,Fully autonomous half-marathon in 1:15:00 (21.0975km),Full-size humanoid,N/A,X-Humanoid proprietary,Embodied AI control,N/A,humanoid; marathon; industrial sorting; competition,N/A,Tien Kung platform,,,,False,False,ok,,C,0.3,not_declared,unknown,,True,,component
ACT-tesla-optimus-g3-50act,Tesla Optimus Gen 3 Actuator System (50 Actuators),Tesla Optimus Gen 3 Actuator System (50 Actuators),actuators,Tesla,Electromagnetic joint actuators,Tesla-designed (proprietary),,,,,,,,,,,,,True,False,ok,Tesla 2026 patent filings,B,0.85,not_declared,unknown,,False,,component
ACT-engineai-t800-hightorque,EngineAI T800 High-Torque Actuator System,EngineAI T800 High-Torque Actuator System,actuators,EngineAI (China),High-torque joint actuators,Up to 450 N·m peak torque per joint,,,,,,,,,,,,,False,False,ok,EngineAI 2025-2026,C,0.55,not_declared,unknown,,False,,component
ACT-unitree-h1-360nm,Unitree H1 Joint Motor System,Unitree H1 Joint Motor System,actuators,Unitree Robotics (China),High-torque joint motors for humanoid,360 N·m maximum (arm joint),,,,,,,,,,,,,True,False,ok,Unitree Robotics 2025-2026,C,0.85,not_declared,unknown,,False,,component
ACTUATOR-A1B2C3,Unitree H1 Actuator,Unitree H1 Actuator,actuators,Unitree Robotics,Electric Motor,20 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-D4E5F6,Tesla Optimus Actuator,Tesla Optimus Actuator,actuators,Tesla,Electric Motor,15 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-G7H8I9,Boston Dynamics Atlas Actuator,Boston Dynamics Atlas Actuator,actuators,Boston Dynamics,Hydraulic,50 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-J0K1L2,Figure AI Actuator,Figure AI Actuator,actuators,Figure AI,Electric Motor,18 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-M3N4O5,Agility Robotics Digit Actuator,Agility Robotics Digit Actuator,actuators,Agility Robotics,Electric Motor,25 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-P6Q7R8,Apptronik Apollo Actuator,Apptronik Apollo Actuator,actuators,Apptronik,Electric Motor,22 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-S9T0U1,1X NEO Actuator,1X NEO Actuator,actuators,1X Technologies,Electric Motor,16 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-V2W3X4,AgiBot Actuator,AgiBot Actuator,actuators,AgiBot,Electric Motor,19 Nm,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-abc123,Unitree G1,Unitree G1,actuators,杭州宇树科技有限公司,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-def456,Galbot G1,Galbot G1,actuators,北京银河通用机器人有限公司,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-ghi789,天工2.0,Tiangong 2.0,actuators,国地共建具身智能机器人创新中心,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-jkl012,众擎PM01人形机器人,Zhongqing PM01 Humanoid Robot,actuators,未明确,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-mno345,Figure AI执行器,Figure AI Actuator,actuators,Figure AI,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-pqr678,Agility Robotics执行器,Agility Robotics Actuator,actuators,Agility Robotics,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-stu901,特斯拉执行器,Tesla Actuator,actuators,特斯拉,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-vwx234,波士顿动力执行器,Boston Dynamics Actuator,actuators,波士顿动力,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-yza567,Apptronik执行器,Apptronik Actuator,actuators,Apptronik,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-bcd890,1X Technologies执行器,1X Technologies Actuator,actuators,1X Technologies,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACTUATOR-efg123,AgiBot执行器,AgiBot Actuator,actuators,AgiBot,伺服电机,未明确,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,not_declared,unknown,,False,,component
ACT-118,MegaTorque Pro-X,MegaTorque Pro-X,actuators,RoboDrive Dynamics,Brushless DC,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-119,PrecisionGrip Servo,PrecisionGrip Servo,actuators,Synthetic Motion Systems,Digital,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-120,PowerPak Hydraulic Cylinder,PowerPak Hydraulic Cylinder,actuators,FluidForce Inc,Linear Actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-121,AirLift Pneumatic Piston,AirLift Pneumatic Piston,actuators,CompressTech Solutions,Linear Actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-122,NanoFlex SMA Wire,NanoFlex SMA Wire,actuators,Smart Materials Co,Muscle Wire,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-123,UltraSonic Piezo Bender,UltraSonic Piezo Bender,actuators,Precision Piezo Ceramics,Bender,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-124,Titanium Gear Servo,Titanium Gear Servo,actuators,HeavyBot Components,High-Torque,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-125,Vortex Hydraulic Motor,Vortex Hydraulic Motor,actuators,FluidForce Inc,Rotary,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-126,SwiftAir Pneumatic Rotary,SwiftAir Pneumatic Rotary,actuators,CompressTech Solutions,Rotary Actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-127,ShapeShift SMA Coil,ShapeShift SMA Coil,actuators,Smart Materials Co,Helical,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-128,MicroStep Piezo Linear,MicroStep Piezo Linear,actuators,Precision Piezo Ceramics,Linear Actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-129,StealthForce Motor,StealthForce Motor,actuators,RoboDrive Dynamics,Stepper,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-130,GyroServo 360,GyroServo 360,actuators,Synthetic Motion Systems,Continuous Rotation,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-131,PressMaster Hydraulic Press,PressMaster Hydraulic Press,actuators,FluidForce Inc,Press,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-132,Diaphragm Pneumatic Actuator,Diaphragm Pneumatic Actuator,actuators,CompressTech Solutions,Diaphragm,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-133,TorqueMaster Pro X7,TorqueMaster Pro X7,actuators,RoboDrive Systems,digital,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-134,HydraLift 5000,HydraLift 5000,actuators,HeavyMotive Inc.,linear_actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-135,PneuSwift Compact,PneuSwift Compact,actuators,AirLogic Dynamics,cylinder,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-136,DynoForce V12,DynoForce V12,actuators,OmniMotors,brushless_dc,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-137,FlexiWire SMA-50,FlexiWire SMA-50,actuators,Smart Materials Co.,muscle_wire,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-138,NanoPiezo Z-Axis,NanoPiezo Z-Axis,actuators,Precision Micro Devices,stack_actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-139,MicroGrip Servo,MicroGrip Servo,actuators,Microbotics LLC,analog,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-140,PressurMax HP-250,PressurMax HP-250,actuators,FluidPower Solutions,rotary_actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-141,VacuGrip Series 4,VacuGrip Series 4,actuators,AirLogic Dynamics,vacuum_generator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-142,StepperMax NEMA 23,StepperMax NEMA 23,actuators,OmniMotors,stepper,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-143,SmaSpring Actuator,SmaSpring Actuator,actuators,Smart Materials Co.,spring_actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-144,BenderPiezo T-100,BenderPiezo T-100,actuators,Precision Micro Devices,bender_actuator,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-145,HD Servo 360,HD Servo 360,actuators,RoboDrive Systems,continuous_rotation,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-146,FlowMaster Valve,FlowMaster Valve,actuators,HeavyMotive Inc.,proportional_valve,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
ACT-147,TurboSpin PMDC,TurboSpin PMDC,actuators,OmniMotors,brushed_dc,,,,,,,,,,,,,,False,True,unverifiable_vendor,,C,0.3,not_declared,unknown,,False,,component
actuator-sea-001,SEA-Torque-50 串联弹性驱动器,SEA-Torque-50 Series Elastic Actuator,actuators,,SEA,,,,,,,,,$2000-3500,,,,,False,False,ok,RoboParts Bionic Series,C,0.55,not_declared,unknown,,False,,component
actuator-sea-002,SEA-Torque-20 紧凑型串联弹性驱动器,SEA-Torque-20 Compact Series Elastic Actuator,actuators,,SEA,,,,,,,,,$800-1500,,,,,False,False,ok,RoboParts Bionic Series,C,0.55,not_declared,unknown,,False,,component
actuator-fea-001,FlexDrive-100 柔性驱动器,FlexDrive-100 Flexible Actuator,actuators,,柔性驱动,,,,,,,,,$150-400,,,,,False,False,ok,Research / Community,C,0.55,not_declared,unknown,,False,,component
actuator-sm-001,MuscleWire-10 形状记忆合金驱动器,MuscleWire-10 Shape Memory Alloy Actuator,actuators,,SMA,,,,,,,,,$20-80,,,,,False,False,ok,Dynalloy / Research,C,0.55,not_declared,unknown,,False,,component
actuator-spine-001,BioSpine-7 仿生脊柱模组,BioSpine-7 Bionic Spine Module,actuators,,多自由度模组,,,,,,,,,$5000-8000,,,,,False,False,ok,RoboParts Bionic Series,C,0.55,not_declared,unknown,,False,,component
actuator-hand-001,Shadow Dexterous Hand 影子灵巧手,Shadow Dexterous Hand,actuators,,多指灵巧手,,,,,,,,,$80000-120000,,,,,True,False,ok,Shadow Robot Company Official,B,0.9,not_declared,unknown,,False,,component
actuator-hand-002,Allegro Hand 四指灵巧手,Allegro Hand Four-Finger Dexterous Hand,actuators,,多指灵巧手,,,,,,,,,$15000-25000,,,,,True,False,ok,SimLab / Research,C,0.85,not_declared,unknown,,False,,component
actuator-hand-003,QB SoftHand 柔性自适应手,QB SoftHand Flexible Adaptive Hand,actuators,,柔性自适应手,,,,,,,,,$8000-15000,,,,,True,False,ok,qbrobotics Official,B,0.9,not_declared,unknown,,False,,component
CHIP-001,NVIDIA Jetson Orin NX,NVIDIA Jetson Orin NX,chips,NVIDIA,SoC,,,,,,,,autonomous_vehicle; robot_vision; edge_ai,00-600,,True,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-002,NVIDIA Jetson AGX Orin,NVIDIA Jetson AGX Orin,chips,NVIDIA,SoC,,,,,,,,autonomous_vehicle; robot_vision; industrial_robot,600-2000,,True,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-003,Raspberry Pi 5,Raspberry Pi 5,chips,Raspberry Pi Foundation,SBC,,,,,,,,hobby_robot; education; iot_robot,0-100,,True,,,False,False,ok,官方页面（未证实）：https://www.raspberrypi.com/products/raspberry-pi-5/,A,0.55,n_a,,,True,True,component
CHIP-004,STM32H743,STM32H743,chips,STMicroelectronics,MCU,,,,,,,,motor_control; sensor_hub; realtime_control,0-20,,False,,,True,False,ok,官方页面：https://www.st.com/en/microcontrollers-microprocessors/stm32h743-753.html,A,0.88,n_a,,,True,False,component
CHIP-005,ESP32-S3,ESP32-S3,chips,Espressif,MCU,,,,,,,,iot_robot; wifi_robot; sensor_node,0-5,,False,,,True,False,ok,官方页面：https://www.espressif.com/en/products/socs/esp32-s3,A,0.88,n_a,,,True,False,component
CHIP-006,Teensy 4.1,Teensy 4.1,chips,PJRC,MCU,,,,,,,,motor_control; realtime_control; audio_robot,0-30,,False,,,True,False,ok,官方页面：https://www.pjrc.com/store/teensy41.html,A,0.88,n_a,,,True,False,component
CHIP-007,Rockchip RK3588,Rockchip RK3588,chips,Rockchip,SoC,,,,,,,,robot_vision; edge_ai; hobby_robot,0-150,,True,,,False,False,ok,厂商目录声明值：Rockchip（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-008,NVIDIA Jetson Thor,NVIDIA Jetson Thor,chips,NVIDIA,SoC,,,,,,,,humanoid_robot; autonomous_vehicle; physical_ai,2000+,,True,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-009,Qualcomm RB6 (QCS6490),Qualcomm RB6 (QCS6490),chips,Qualcomm,SoC,,,,,,,,robot_vision; drone; AMR,200-500,,True,,,False,False,ok,厂商目录声明值：Qualcomm（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-010,Intel RealSense D455,Intel RealSense D455,chips,Intel,depth_camera,,,,,,,,robot_vision; navigation; object_detection,200-400,,True,,,False,False,ok,厂商目录声明值：Intel（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-011,Hailo-8 M.2,Hailo-8 M.2,chips,Hailo,AI_accelerator,,,,,,,,edge_ai; robot_vision; object_detection,50-100,,False,,,True,False,ok,官方页面：https://hailo.ai/products/ai-accelerators/hailo-8-ai-accelerator/,A,0.88,n_a,,,True,False,component
CHIP-012,Google Coral TPU,Google Coral TPU,chips,Google,AI_accelerator,,,,,,,,edge_ai; classification; detection,0-50,,False,,,False,False,ok,官方页面（未证实）：https://coral.ai/products/,A,0.55,n_a,,,True,False,component
CHIP-013,NXP i.MX 8M Plus,NXP i.MX 8M Plus,chips,NXP,SoC,,,,,,,,industrial_robot; vision; motor_control,50-200,,True,,,False,False,ok,,C,0.3,n_a,,,True,True,component
CHIP-014,TI TDA4VM,TI TDA4VM,chips,Texas Instruments,SoC,,,,,,,,automotive_vision; robot_vision; ADAS,100-300,,True,,,False,False,ok,厂商目录声明值：Texas Instruments（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-015,Infineon AURIX TC397,Infineon AURIX TC397,chips,Infineon,MCU,,,,,,,,functional_safety; motor_control; automotive_robot,20-50,,False,,,False,False,ok,,C,0.3,n_a,,,True,False,component
CHIP-016,Renesas RZ/V2H,Renesas RZ/V2H,chips,Renesas,SoC,,,,,,,,robot_vision; industrial_robot; AMR,100-300,,True,,,False,False,ok,厂商目录声明值：Renesas（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-017,AMD Xilinx Kria K26,AMD Xilinx Kria K26,chips,AMD/Xilinx,FPGA_SoC,,,,,,,,vision_acceleration; realtime_processing; industrial_robot,200-500,,True,,,False,False,ok,,C,0.3,n_a,,,True,True,component
CHIP-018,Microchip PolarFire SoC,Microchip PolarFire SoC,chips,Microchip,FPGA_SoC,,,,,,,,radiation_hardened; space_robot; industrial,100-300,,True,,,False,False,ok,官方页面（未证实）：https://www.microchip.com/en-us/products/fpgas-and-plds/system-on-chip-fpgas/polarfire-soc-fpgas,A,0.55,n_a,,,True,True,component
CHIP-019,Horizon Robotics J5,Horizon Robotics J5,chips,Horizon Robotics,SoC,,,,,,,,autonomous_driving; robot_vision; AMR,200-500,,True,,,False,False,ok,厂商目录声明值：Horizon Robotics（无原始链接，未核验）,B,0.5,n_a,,,True,True,component
CHIP-020,Allwinner T507,Allwinner T507,chips,Allwinner,SoC,,,,,,,,hobby_robot; iot_robot; education,0-50,,True,,,False,False,ok,官方页面（未证实）：https://www.allwinnertech.com/,B,0.58,n_a,,,True,True,component
RP-ct21x-gan-encoder,CT-Unite CT-21X GaN Magnetic Encoder,CT-Unite CT-21X GaN Magnetic Encoder,chips,,chip,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
RP-intel-core-ultra-s3,Intel Core Ultra Series 3,Intel Core Ultra Series 3,chips,,chip,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
RP-honpine-hpjm,HONPINE HPJM Integrated Joint Module,HONPINE HPJM Integrated Joint Module,chips,,actuator,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-qualcomm-iq10,Qualcomm Dragonwing IQ10,Qualcomm Dragonwing IQ10,chips,Qualcomm,SoC,,,,,,,,humanoid; autonomous_vehicle; drone,enterprise,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-qualcomm-iq9,Qualcomm Dragonwing IQ9,Qualcomm Dragonwing IQ9,chips,Qualcomm,SoC,,,,,,,,industrial_robot; AMR,enterprise,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-intel-core-ultra-s3-edge,Intel Core Ultra Series 3 Edge,Intel Core Ultra Series 3 Edge,chips,Intel,Edge Processor,,,,,,,,humanoid; edge_ai; robotics,300-800,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-nvidia-thor-v2,NVIDIA Jetson Thor (2026 BC Award),NVIDIA Jetson Thor (2026 BC Award),chips,NVIDIA,SoC,,,,,,,,humanoid; autonomous_vehicle; industrial_robot,1000-3000,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-amd-ryzen-ai-2026,AMD Ryzen AI Processor 2026,AMD Ryzen AI Processor 2026,chips,AMD,APU,,,,,,,,edge_ai; robotics; humanoid,300-1000,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-microsoft-braga,Microsoft Braga AI Chip,Microsoft Braga AI Chip,chips,Microsoft,AI Accelerator,,,,,,,,cloud_ai; datacenter,enterprise,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-nvidia-cosmos-groot,NVIDIA Cosmos + GR00T Model Chip,NVIDIA Cosmos + GR00T Model Chip,robot_ai_models,NVIDIA,AI Model Platform,,,,,,,,humanoid; robot_learning; physical_ai,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,software
CHIP-gigadevice-gd32h7,GigaDevice GD32H7 Series,GigaDevice GD32H7 Series,chips,GigaDevice,MCU,,,,,,,,robot_joint; motor_control; sensor_hub,5-20,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-advantech-iq10,Advantech Qualcomm IQ10 Platform,Advantech Qualcomm IQ10 Platform,chips,Advantech/Qualcomm,SBC,,,,,,,,humanoid; industrial_robot; AMR,1000-3000,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-qualcomm-rb6-v2,Qualcomm RB6 v2 (QCS8250),Qualcomm RB6 v2 (QCS8250),chips,Qualcomm,SoC,,,,,,,,AMR; industrial_robot; drone,enterprise,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-horizon-j6,Horizon Robotics J6,Horizon Robotics J6,chips,Horizon Robotics,SoC,,,,,,,,autonomous_driving; robotics; humanoid,enterprise,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-renesas-rzv2h-v2,Renesas RZ/V2H v2,Renesas RZ/V2H v2,chips,Renesas,SoC,,,,,,,,industrial_robot; humanoid; AMR,100-500,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-ti-tda4vp,TI TDA4VP,TI TDA4VP,chips,Texas Instruments,SoC,,,,,,,,AMR; robot_vision; industrial_robot,50-200,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-mediatek-genio-700,MediaTek Genio 700,MediaTek Genio 700,chips,MediaTek,SoC,,,,,,,,humanoid; robot_vision; edge_ai,50-150,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-mediatek-edge-ai-7b,MediaTek Edge AI Chip (Dual 7B),MediaTek Edge AI Chip (Dual 7B),chips,MediaTek,SoC,,,,,,,,humanoid; companion_robot; edge_ai,200-500,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-rockchip-rk3588s-v2,Rockchip RK3588S v2,Rockchip RK3588S v2,chips,Rockchip,SoC,,,,,,,,robot_vision; edge_ai; hobby_robot,0-150,,True,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,True,True,component
CHIP-amlogic-a311d2,Amlogic A311D2,Amlogic A311D2,chips,Amlogic,SoC,,,,,,,,robot_vision; edge_ai; AMR,0-100,,True,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,True,True,component
CHIP-intel-core-ultra-s3-robotics,Intel Core Ultra Series 3 Robotics Edition,Intel Core Ultra Series 3 Robotics Edition,chips,Intel,Edge Processor,,,,,,,,humanoid; edge_ai; service_robot; machine_vision; industrial_automation,300-800,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-nvidia-cosmos-gr00t-v2,NVIDIA Cosmos + GR00T v2,NVIDIA Cosmos + GR00T v2,robot_ai_models,NVIDIA,AI Model Platform,,,,,,,,humanoid; robot_learning; physical_ai,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,software
CHIP-qualcomm-iq10-advantech,Advantech MIC-710AI (IQ10),Advantech MIC-710AI (IQ10),chips,Advantech/Qualcomm,SBC,,,,,,,,humanoid; industrial_robot; AMR,1000-3000,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
CHIP-gigadevice-gd32h7-robot,GigaDevice GD32H7 Robot Edition,GigaDevice GD32H7 Robot Edition,chips,GigaDevice,MCU,,,,,,,,robot_joint; motor_control; humanoid,5-25,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
CHIP-nvidia-t5000,NVIDIA T5000 Robot Chip,NVIDIA T5000 Robot Chip,chips,,SoC,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,component
CHIP-qualcomm-robotics-pc,Qualcomm Robotics PC Chip,Qualcomm Robotics PC Chip,chips,,SoC,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,component
CHIP-intel-core-ultra-s3-robee,Intel Core Ultra Series 3 (RoBee),Intel Core Ultra Series 3 (RoBee),chips,,SoC,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,component
CHIP-ms-braga-v2,Microsoft Braga AI Chip v2,Microsoft Braga AI Chip v2,chips,,AI_accelerator,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,component
CHIP-edge-ai-realtime,Edge AI Real-Time Learning Chip,Edge AI Real-Time Learning Chip,chips,,AI_accelerator,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,component
chip-qualcomm-iq10-pro,Qualcomm Dragonwing IQ10 Pro,Qualcomm Dragonwing IQ10 Pro,chips,,robotics_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
chip-nvidia-t5000-v2,NVIDIA T5000 v2 Robot Chip,NVIDIA T5000 v2 Robot Chip,chips,,robotics_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
chip-mediatek-genio-700-v2,MediaTek Genio 700 v2,MediaTek Genio 700 v2,chips,,edge_ai_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
chip-intel-ultra3-robotics-v2,Intel Core Ultra Series 3 Robotics v2,Intel Core Ultra Series 3 Robotics v2,chips,,edge_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,component
chip-amd-ryzen-ai-v2,AMD Ryzen AI 2026 v2,AMD Ryzen AI 2026 v2,chips,,ai_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
chip-nxp-imx95,NXP i.MX 95,NXP i.MX 95,chips,,applications_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
chip-renesas-rzv2l,Renesas RZ/V2L,Renesas RZ/V2L,chips,,entry_ai_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
chip-horizon-j6e,Horizon Robotics J6E,Horizon Robotics J6E,chips,,vision_processor,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,component
